Name,Weekly.rank,Peak.position,Weeks.on.chart,Week,Acousticness,Danceability,Duration,Energy,Explicit,Instrumentalness,Loudness,Mode,Popularity,Speechiness,Tempo,Valence
Perfect,1,1.0,8.0,2018-01-01,0.163,0.599,263400,0.448,0,0.0,-6.312,1,88,0.0232,95.05,0.168
Perfect,1,1.0,9.0,2018-01-08,0.163,0.599,263400,0.448,0,0.0,-6.312,1,88,0.0232,95.05,0.168
Perfect,1,1.0,0.0,2018-01-15,0.163,0.599,263400,0.448,0,0.0,-6.312,1,88,0.0232,95.05,0.168
Perfect,2,1.0,21.0,2018-01-22,0.163,0.599,263400,0.448,0,0.0,-6.312,1,88,0.0232,95.05,0.168
God's Plan,1,1.0,1.0,2018-01-29,0.0332,0.754,198973,0.449,1,8.29e-05,-9.211,1,86,0.109,77.169,0.357
God's Plan,1,1.0,2.0,2018-02-05,0.0332,0.754,198973,0.449,1,8.29e-05,-9.211,1,86,0.109,77.169,0.357
God's Plan,1,1.0,3.0,2018-02-12,0.0332,0.754,198973,0.449,1,8.29e-05,-9.211,1,86,0.109,77.169,0.357
God's Plan,1,1.0,4.0,2018-02-19,0.0332,0.754,198973,0.449,1,8.29e-05,-9.211,1,86,0.109,77.169,0.357
God's Plan,1,1.0,5.0,2018-02-26,0.0332,0.754,198973,0.449,1,8.29e-05,-9.211,1,86,0.109,77.169,0.357
God's Plan,1,1.0,6.0,2018-03-05,0.0332,0.754,198973,0.449,1,8.29e-05,-9.211,1,86,0.109,77.169,0.357
God's Plan,1,1.0,7.0,2018-03-12,0.0332,0.754,198973,0.449,1,8.29e-05,-9.211,1,86,0.109,77.169,0.357
God's Plan,1,1.0,8.0,2018-03-19,0.0332,0.754,198973,0.449,1,8.29e-05,-9.211,1,86,0.109,77.169,0.357
God's Plan,1,1.0,9.0,2018-03-26,0.0332,0.754,198973,0.449,1,8.29e-05,-9.211,1,86,0.109,77.169,0.357
God's Plan,1,1.0,0.0,2018-04-02,0.0332,0.754,198973,0.449,1,8.29e-05,-9.211,1,86,0.109,77.169,0.357
God's Plan,1,1.0,1.0,2018-04-09,0.0332,0.754,198973,0.449,1,8.29e-05,-9.211,1,86,0.109,77.169,0.357
Nice For What,1,1.0,1.0,2018-04-16,0.0891,0.586,210747,0.909,1,0.000109,-6.474,1,82,0.0705,93.394,0.757
Nice For What,1,1.0,2.0,2018-04-23,0.0891,0.586,210747,0.909,1,0.000109,-6.474,1,82,0.0705,93.394,0.757
Nice For What,1,1.0,3.0,2018-04-30,0.0891,0.586,210747,0.909,1,0.000109,-6.474,1,82,0.0705,93.394,0.757
Nice For What,1,1.0,4.0,2018-05-07,0.0891,0.586,210747,0.909,1,0.000109,-6.474,1,82,0.0705,93.394,0.757
Nice For What,2,1.0,5.0,2018-05-14,0.0891,0.586,210747,0.909,1,0.000109,-6.474,1,82,0.0705,93.394,0.757
Nice For What,2,1.0,6.0,2018-05-21,0.0891,0.586,210747,0.909,1,0.000109,-6.474,1,82,0.0705,93.394,0.757
Nice For What,1,1.0,7.0,2018-05-28,0.0891,0.586,210747,0.909,1,0.000109,-6.474,1,82,0.0705,93.394,0.757
Nice For What,1,1.0,8.0,2018-06-04,0.0891,0.586,210747,0.909,1,0.000109,-6.474,1,82,0.0705,93.394,0.757
Nice For What,2,1.0,9.0,2018-06-11,0.0891,0.586,210747,0.909,1,0.000109,-6.474,1,82,0.0705,93.394,0.757
Nice For What,1,1.0,0.0,2018-06-18,0.0891,0.586,210747,0.909,1,0.000109,-6.474,1,82,0.0705,93.394,0.757
Nice For What,3,1.0,11.0,2018-06-25,0.0891,0.586,210747,0.909,1,0.000109,-6.474,1,82,0.0705,93.394,0.757
Girls Like You,4,4.0,5.0,2018-07-02,0.558,0.611,215230,0.462,0,1.01e-06,-7.054,1,45,0.0646,59.635,0.377
Nice For What,1,1.0,3.0,2018-07-09,0.0891,0.586,210747,0.909,1,0.000109,-6.474,1,82,0.0705,93.394,0.757
In My Feelings,1,1.0,2.0,2018-07-16,0.0589,0.835,217925,0.626,1,6e-05,-5.833,1,84,0.125,91.03,0.35
In My Feelings,1,1.0,3.0,2018-07-23,0.0589,0.835,217925,0.626,1,6e-05,-5.833,1,84,0.125,91.03,0.35
In My Feelings,1,1.0,4.0,2018-07-30,0.0589,0.835,217925,0.626,1,6e-05,-5.833,1,84,0.125,91.03,0.35
In My Feelings,1,1.0,5.0,2018-08-06,0.0589,0.835,217925,0.626,1,6e-05,-5.833,1,84,0.125,91.03,0.35
In My Feelings,1,1.0,6.0,2018-08-13,0.0589,0.835,217925,0.626,1,6e-05,-5.833,1,84,0.125,91.03,0.35
In My Feelings,1,1.0,7.0,2018-08-20,0.0589,0.835,217925,0.626,1,6e-05,-5.833,1,84,0.125,91.03,0.35
In My Feelings,1,1.0,8.0,2018-08-27,0.0589,0.835,217925,0.626,1,6e-05,-5.833,1,84,0.125,91.03,0.35
In My Feelings,1,1.0,9.0,2018-09-03,0.0589,0.835,217925,0.626,1,6e-05,-5.833,1,84,0.125,91.03,0.35
In My Feelings,1,1.0,0.0,2018-09-10,0.0589,0.835,217925,0.626,1,6e-05,-5.833,1,84,0.125,91.03,0.35
In My Feelings,1,1.0,1.0,2018-09-17,0.0589,0.835,217925,0.626,1,6e-05,-5.833,1,84,0.125,91.03,0.35
Girls Like You,1,1.0,7.0,2018-09-24,0.558,0.611,215230,0.462,0,1.01e-06,-7.054,1,45,0.0646,59.635,0.377
Girls Like You,1,1.0,8.0,2018-10-01,0.558,0.611,215230,0.462,0,1.01e-06,-7.054,1,45,0.0646,59.635,0.377
Girls Like You,1,1.0,9.0,2018-10-08,0.558,0.611,215230,0.462,0,1.01e-06,-7.054,1,45,0.0646,59.635,0.377
Girls Like You,1,1.0,0.0,2018-10-15,0.558,0.611,215230,0.462,0,1.01e-06,-7.054,1,45,0.0646,59.635,0.377
Girls Like You,1,1.0,1.0,2018-10-22,0.558,0.611,215230,0.462,0,1.01e-06,-7.054,1,45,0.0646,59.635,0.377
Girls Like You,1,1.0,2.0,2018-10-29,0.558,0.611,215230,0.462,0,1.01e-06,-7.054,1,45,0.0646,59.635,0.377
Girls Like You,1,1.0,3.0,2018-11-05,0.558,0.611,215230,0.462,0,1.01e-06,-7.054,1,45,0.0646,59.635,0.377
Girls Like You,2,1.0,24.0,2018-11-12,0.558,0.611,215230,0.462,0,1.01e-06,-7.054,1,45,0.0646,59.635,0.377
Girls Like You,5,1.0,25.0,2018-11-19,0.558,0.611,215230,0.462,0,1.01e-06,-7.054,1,45,0.0646,59.635,0.377
High Hopes,6,6.0,16.0,2018-11-26,0.193,0.579,190947,0.904,0,0.0,-2.729,1,87,0.0618,82.014,0.681
High Hopes,5,5.0,17.0,2018-12-03,0.193,0.579,190947,0.904,0,0.0,-2.729,1,87,0.0618,82.014,0.681
High Hopes,5,5.0,18.0,2018-12-10,0.193,0.579,190947,0.904,0,0.0,-2.729,1,87,0.0618,82.014,0.681
High Hopes,5,5.0,19.0,2018-12-17,0.193,0.579,190947,0.904,0,0.0,-2.729,1,87,0.0618,82.014,0.681
High Hopes,6,5.0,20.0,2018-12-24,0.193,0.579,190947,0.904,0,0.0,-2.729,1,87,0.0618,82.014,0.681
All I Want For Christmas Is You,3,3.0,30.0,2018-12-31,0.164,0.335,241107,0.625,0,0.0,-7.462,1,75,0.0386,150.277,0.346
High Hopes,5,5.0,22.0,2019-01-07,0.193,0.579,190947,0.904,0,0.0,-2.729,1,87,0.0618,82.014,0.681
High Hopes,5,5.0,23.0,2019-01-14,0.193,0.579,190947,0.904,0,0.0,-2.729,1,87,0.0618,82.014,0.681
High Hopes,4,4.0,24.0,2019-01-21,0.193,0.579,190947,0.904,0,0.0,-2.729,1,87,0.0618,82.014,0.681
High Hopes,6,4.0,25.0,2019-01-28,0.193,0.579,190947,0.904,0,0.0,-2.729,1,87,0.0618,82.014,0.681
Middle Child,4,4.0,2.0,2019-02-04,0.192,0.84,213000,0.484,1,0.0,-6.899,1,62,0.241,126.023,0.512
High Hopes,6,4.0,27.0,2019-02-11,0.193,0.579,190947,0.904,0,0.0,-2.729,1,87,0.0618,82.014,0.681
High Hopes,8,4.0,28.0,2019-02-18,0.193,0.579,190947,0.904,0,0.0,-2.729,1,87,0.0618,82.014,0.681
High Hopes,9,4.0,29.0,2019-02-25,0.193,0.579,190947,0.904,0,0.0,-2.729,1,87,0.0618,82.014,0.681
Middle Child,5,4.0,6.0,2019-03-04,0.192,0.84,213000,0.484,1,0.0,-6.899,1,62,0.241,126.023,0.512
Sucker,1,1.0,1.0,2019-03-11,0.0427,0.842,181027,0.734,0,0.0,-5.065,0,81,0.0588,137.958,0.952
Sucker,6,1.0,2.0,2019-03-18,0.0427,0.842,181027,0.734,0,0.0,-5.065,0,81,0.0588,137.958,0.952
Sucker,8,1.0,3.0,2019-03-25,0.0427,0.842,181027,0.734,0,0.0,-5.065,0,81,0.0588,137.958,0.952
Middle Child,7,4.0,10.0,2019-04-01,0.192,0.84,213000,0.484,1,0.0,-6.899,1,62,0.241,126.023,0.512
Sucker,8,1.0,5.0,2019-04-08,0.0427,0.842,181027,0.734,0,0.0,-5.065,0,81,0.0588,137.958,0.952
Sucker,6,1.0,6.0,2019-04-15,0.0427,0.842,181027,0.734,0,0.0,-5.065,0,81,0.0588,137.958,0.952
Sucker,6,1.0,7.0,2019-04-22,0.0427,0.842,181027,0.734,0,0.0,-5.065,0,81,0.0588,137.958,0.952
Sucker,5,1.0,8.0,2019-04-29,0.0427,0.842,181027,0.734,0,0.0,-5.065,0,81,0.0588,137.958,0.952
Sucker,4,1.0,9.0,2019-05-06,0.0427,0.842,181027,0.734,0,0.0,-5.065,0,81,0.0588,137.958,0.952
Sucker,4,1.0,10.0,2019-05-13,0.0427,0.842,181027,0.734,0,0.0,-5.065,0,81,0.0588,137.958,0.952
Sucker,3,1.0,11.0,2019-05-20,0.0427,0.842,181027,0.734,0,0.0,-5.065,0,81,0.0588,137.958,0.952
Sucker,4,1.0,12.0,2019-05-27,0.0427,0.842,181027,0.734,0,0.0,-5.065,0,81,0.0588,137.958,0.952
Sucker,5,1.0,13.0,2019-06-03,0.0427,0.842,181027,0.734,0,0.0,-5.065,0,81,0.0588,137.958,0.952
Sucker,5,1.0,14.0,2019-06-10,0.0427,0.842,181027,0.734,0,0.0,-5.065,0,81,0.0588,137.958,0.952
Sucker,4,1.0,15.0,2019-06-17,0.0427,0.842,181027,0.734,0,0.0,-5.065,0,81,0.0588,137.958,0.952
You Need To Calm Down,2,,,2019-06-24,0.00929,0.771,171360,0.671,0,0.0,-5.617,1,89,0.0553,85.026,0.714
Sucker,6,1.0,17.0,2019-07-01,0.0427,0.842,181027,0.734,0,0.0,-5.065,0,81,0.0588,137.958,0.952
