Name,Weekly.rank,Peak.position,Weeks.on.chart,Week,Acousticness,Danceability,Duration,Energy,Explicit,Instrumentalness,Loudness,Mode,Popularity,Speechiness,Tempo,Valence
If You Had My Love,2,1.0,10.0,1999-07-12,0.0645,0.68,266000,0.625,0,5.81e-05,-7.0,0,65,0.0353,94.02,0.814
Genie In A Bottle,3,3.0,4.0,1999-07-19,0.184,0.71,218267,0.798,0,0.00023,-6.972,0,34,0.0915,87.944,0.916
Genie In A Bottle,1,1.0,5.0,1999-07-26,0.184,0.71,218267,0.798,0,0.00023,-6.972,0,34,0.0915,87.944,0.916
Genie In A Bottle,1,1.0,6.0,1999-08-02,0.184,0.71,218267,0.798,0,0.00023,-6.972,0,34,0.0915,87.944,0.916
Genie In A Bottle,1,1.0,7.0,1999-08-09,0.184,0.71,218267,0.798,0,0.00023,-6.972,0,34,0.0915,87.944,0.916
Genie In A Bottle,1,1.0,8.0,1999-08-16,0.184,0.71,218267,0.798,0,0.00023,-6.972,0,34,0.0915,87.944,0.916
Genie In A Bottle,1,1.0,9.0,1999-08-23,0.184,0.71,218267,0.798,0,0.00023,-6.972,0,34,0.0915,87.944,0.916
Bailamos,1,1.0,9.0,1999-08-30,0.0606,0.64,214067,0.873,0,0.00159,-4.514,1,54,0.0409,99.898,0.544
Bailamos,1,1.0,0.0,1999-09-06,0.0606,0.64,214067,0.873,0,0.00159,-4.514,1,54,0.0409,99.898,0.544
Unpretty,1,1.0,3.0,1999-09-13,0.0011,0.648,278000,0.636,0,6.39e-05,-6.054,1,38,0.0401,88.692,0.532
Unpretty,1,1.0,4.0,1999-09-20,0.0011,0.648,278000,0.636,0,6.39e-05,-6.054,1,38,0.0401,88.692,0.532
Unpretty,1,1.0,5.0,1999-09-27,0.0011,0.648,278000,0.636,0,6.39e-05,-6.054,1,38,0.0401,88.692,0.532
Unpretty,3,1.0,16.0,1999-10-04,0.0011,0.648,278000,0.636,0,6.39e-05,-6.054,1,38,0.0401,88.692,0.532
Unpretty,4,1.0,17.0,1999-10-11,0.0011,0.648,278000,0.636,0,6.39e-05,-6.054,1,38,0.0401,88.692,0.532
Unpretty,4,1.0,18.0,1999-10-18,0.0011,0.648,278000,0.636,0,6.39e-05,-6.054,1,38,0.0401,88.692,0.532
Unpretty,5,1.0,19.0,1999-10-25,0.0011,0.648,278000,0.636,0,6.39e-05,-6.054,1,38,0.0401,88.692,0.532
Unpretty,5,1.0,20.0,1999-11-01,0.0011,0.648,278000,0.636,0,6.39e-05,-6.054,1,38,0.0401,88.692,0.532
Unpretty,5,1.0,21.0,1999-11-08,0.0011,0.648,278000,0.636,0,6.39e-05,-6.054,1,38,0.0401,88.692,0.532
Unpretty,7,1.0,22.0,1999-11-15,0.0011,0.648,278000,0.636,0,6.39e-05,-6.054,1,38,0.0401,88.692,0.532
I Wanna Love You Forever,5,5.0,7.0,1999-11-22,0.156,0.59,263800,0.666,0,0.0,-4.047,0,59,0.0244,104.042,0.0743
I Wanna Love You Forever,5,5.0,8.0,1999-11-29,0.156,0.59,263800,0.666,0,0.0,-4.047,0,59,0.0244,104.042,0.0743
I Wanna Love You Forever,3,3.0,9.0,1999-12-06,0.156,0.59,263800,0.666,0,0.0,-4.047,0,59,0.0244,104.042,0.0743
I Wanna Love You Forever,3,3.0,10.0,1999-12-13,0.156,0.59,263800,0.666,0,0.0,-4.047,0,59,0.0244,104.042,0.0743
I Wanna Love You Forever,3,3.0,11.0,1999-12-20,0.156,0.59,263800,0.666,0,0.0,-4.047,0,59,0.0244,104.042,0.0743
I Wanna Love You Forever,3,3.0,12.0,1999-12-27,0.156,0.59,263800,0.666,0,0.0,-4.047,0,59,0.0244,104.042,0.0743
I Wanna Love You Forever,3,3.0,13.0,2000-01-03,0.156,0.59,263800,0.666,0,0.0,-4.047,0,59,0.0244,104.042,0.0743
What A Girl Wants,1,1.0,8.0,2000-01-10,0.0802,0.751,215120,0.819,0,0.0,-6.791,1,35,0.0877,142.102,0.808
What A Girl Wants,1,1.0,9.0,2000-01-17,0.0802,0.751,215120,0.819,0,0.0,-6.791,1,35,0.0877,142.102,0.808
My Love Is Your Love,10,4.0,22.0,2000-01-24,0.0557,0.77,261573,0.475,0,4.81e-06,-9.512,1,68,0.159,82.511,0.474
What A Girl Wants,2,1.0,11.0,2000-01-31,0.0802,0.751,215120,0.819,0,0.0,-6.791,1,35,0.0877,142.102,0.808
Get It On Tonite,4,4.0,17.0,2000-02-07,0.267,0.812,276225,0.495,0,2.9e-05,-9.869,0,57,0.0747,98.998,0.837
What A Girl Wants,3,1.0,13.0,2000-02-14,0.0802,0.751,215120,0.819,0,0.0,-6.791,1,35,0.0877,142.102,0.808
Amazed,3,3.0,30.0,2000-02-21,0.26,0.561,240867,0.543,0,0.0,-8.498,1,21,0.0324,139.803,0.243
Amazed,1,1.0,1.0,2000-02-28,0.26,0.561,240867,0.543,0,0.0,-8.498,1,21,0.0324,139.803,0.243
Amazed,1,1.0,2.0,2000-03-06,0.26,0.561,240867,0.543,0,0.0,-8.498,1,21,0.0324,139.803,0.243
Amazed,2,1.0,33.0,2000-03-13,0.26,0.561,240867,0.543,0,0.0,-8.498,1,21,0.0324,139.803,0.243
Amazed,3,1.0,34.0,2000-03-20,0.26,0.561,240867,0.543,0,0.0,-8.498,1,21,0.0324,139.803,0.243
Amazed,4,1.0,35.0,2000-03-27,0.26,0.561,240867,0.543,0,0.0,-8.498,1,21,0.0324,139.803,0.243
Amazed,4,1.0,36.0,2000-04-03,0.26,0.561,240867,0.543,0,0.0,-8.498,1,21,0.0324,139.803,0.243
Amazed,5,1.0,37.0,2000-04-10,0.26,0.561,240867,0.543,0,0.0,-8.498,1,21,0.0324,139.803,0.243
Amazed,6,1.0,38.0,2000-04-17,0.26,0.561,240867,0.543,0,0.0,-8.498,1,21,0.0324,139.803,0.243
He Wasn't Man Enough,3,3.0,7.0,2000-04-24,0.00947,0.739,261933,0.947,0,2.99e-05,-1.915,0,49,0.0412,88.009,0.763
He Wasn't Man Enough,2,2.0,8.0,2000-05-01,0.00947,0.739,261933,0.947,0,2.99e-05,-1.915,0,49,0.0412,88.009,0.763
He Wasn't Man Enough,2,2.0,9.0,2000-05-08,0.00947,0.739,261933,0.947,0,2.99e-05,-1.915,0,49,0.0412,88.009,0.763
He Wasn't Man Enough,4,2.0,10.0,2000-05-15,0.00947,0.739,261933,0.947,0,2.99e-05,-1.915,0,49,0.0412,88.009,0.763
He Wasn't Man Enough,4,2.0,11.0,2000-05-22,0.00947,0.739,261933,0.947,0,2.99e-05,-1.915,0,49,0.0412,88.009,0.763
He Wasn't Man Enough,5,2.0,12.0,2000-05-29,0.00947,0.739,261933,0.947,0,2.99e-05,-1.915,0,49,0.0412,88.009,0.763
Be With You,5,5.0,11.0,2000-06-05,0.0369,0.681,220400,0.855,0,0.00122,-6.06,0,31,0.0325,122.0,0.573
Everything You Want,3,3.0,22.0,2000-06-12,0.0504,0.637,257067,0.759,0,0.0,-6.389,0,66,0.0305,93.898,0.741
Be With You,1,1.0,3.0,2000-06-19,0.0369,0.681,220400,0.855,0,0.00122,-6.06,0,31,0.0325,122.0,0.573
Be With You,1,1.0,4.0,2000-06-26,0.0369,0.681,220400,0.855,0,0.00122,-6.06,0,31,0.0325,122.0,0.573
Be With You,1,1.0,5.0,2000-07-03,0.0369,0.681,220400,0.855,0,0.00122,-6.06,0,31,0.0325,122.0,0.573
Everything You Want,1,1.0,6.0,2000-07-10,0.0504,0.637,257067,0.759,0,0.0,-6.389,0,66,0.0305,93.898,0.741
Bent,1,1.0,3.0,2000-07-17,0.0404,0.518,256133,0.83,0,3.85e-06,-6.814,0,54,0.0386,95.468,0.527
Everything You Want,3,1.0,28.0,2000-07-24,0.0504,0.637,257067,0.759,0,0.0,-6.389,0,66,0.0305,93.898,0.741
Bent,3,1.0,15.0,2000-07-31,0.0404,0.518,256133,0.83,0,3.85e-06,-6.814,0,54,0.0386,95.468,0.527
Bent,2,1.0,16.0,2000-08-07,0.0404,0.518,256133,0.83,0,3.85e-06,-6.814,0,54,0.0386,95.468,0.527
Bent,2,1.0,17.0,2000-08-14,0.0404,0.518,256133,0.83,0,3.85e-06,-6.814,0,54,0.0386,95.468,0.527
Doesn't Really Matter,1,1.0,1.0,2000-08-21,0.0791,0.773,264973,0.8,0,0.00259,-2.875,0,40,0.0825,99.293,0.791
Doesn't Really Matter,1,1.0,2.0,2000-08-28,0.0791,0.773,264973,0.8,0,0.00259,-2.875,0,40,0.0825,99.293,0.791
Doesn't Really Matter,1,1.0,3.0,2000-09-04,0.0791,0.773,264973,0.8,0,0.00259,-2.875,0,40,0.0825,99.293,0.791
Music,1,1.0,6.0,2000-09-11,0.00132,0.734,224240,0.833,0,0.0824,-8.166,1,58,0.0644,119.847,0.862
Music,1,1.0,7.0,2000-09-18,0.00132,0.734,224240,0.833,0,0.0824,-8.166,1,58,0.0644,119.847,0.862
Music,1,1.0,8.0,2000-09-25,0.00132,0.734,224240,0.833,0,0.0824,-8.166,1,58,0.0644,119.847,0.862
Music,1,1.0,9.0,2000-10-02,0.00132,0.734,224240,0.833,0,0.0824,-8.166,1,58,0.0644,119.847,0.862
Music,2,1.0,10.0,2000-10-09,0.00132,0.734,224240,0.833,0,0.0824,-8.166,1,58,0.0644,119.847,0.862
Music,2,1.0,11.0,2000-10-16,0.00132,0.734,224240,0.833,0,0.0824,-8.166,1,58,0.0644,119.847,0.862
Music,2,1.0,12.0,2000-10-23,0.00132,0.734,224240,0.833,0,0.0824,-8.166,1,58,0.0644,119.847,0.862
Music,2,1.0,13.0,2000-10-30,0.00132,0.734,224240,0.833,0,0.0824,-8.166,1,58,0.0644,119.847,0.862
With Arms Wide Open,1,1.0,7.0,2000-11-06,0.00425,0.41,274800,0.539,0,0.00089,-8.412,1,65,0.0302,138.852,0.141
With Arms Wide Open,2,1.0,28.0,2000-11-13,0.00425,0.41,274800,0.539,0,0.00089,-8.412,1,65,0.0302,138.852,0.141
With Arms Wide Open,2,1.0,29.0,2000-11-20,0.00425,0.41,274800,0.539,0,0.00089,-8.412,1,65,0.0302,138.852,0.141
With Arms Wide Open,3,1.0,30.0,2000-11-27,0.00425,0.41,274800,0.539,0,0.00089,-8.412,1,65,0.0302,138.852,0.141
Kryptonite,5,3.0,36.0,2000-12-04,0.00499,0.547,233827,0.879,0,4.51e-05,-5.123,0,27,0.0282,99.019,0.537
With Arms Wide Open,3,1.0,32.0,2000-12-11,0.00425,0.41,274800,0.539,0,0.00089,-8.412,1,65,0.0302,138.852,0.141
It Wasn't Me,2,2.0,8.0,2000-12-18,0.0481,0.852,227560,0.602,0,0.0,-4.594,1,11,0.0659,94.749,0.66
With Arms Wide Open,5,1.0,34.0,2000-12-25,0.00425,0.41,274800,0.539,0,0.00089,-8.412,1,65,0.0302,138.852,0.141
With Arms Wide Open,5,1.0,35.0,2001-01-01,0.00425,0.41,274800,0.539,0,0.00089,-8.412,1,65,0.0302,138.852,0.141
It Wasn't Me,2,2.0,11.0,2001-01-08,0.0481,0.852,227560,0.602,0,0.0,-4.594,1,11,0.0659,94.749,0.66
It Wasn't Me,2,2.0,12.0,2001-01-15,0.0481,0.852,227560,0.602,0,0.0,-4.594,1,11,0.0659,94.749,0.66
It Wasn't Me,2,2.0,13.0,2001-01-22,0.0481,0.852,227560,0.602,0,0.0,-4.594,1,11,0.0659,94.749,0.66
It Wasn't Me,1,1.0,4.0,2001-01-29,0.0481,0.852,227560,0.602,0,0.0,-4.594,1,11,0.0659,94.749,0.66
It Wasn't Me,1,1.0,5.0,2001-02-05,0.0481,0.852,227560,0.602,0,0.0,-4.594,1,11,0.0659,94.749,0.66
Ms. Jackson,1,1.0,5.0,2001-02-12,0.142,0.843,270507,0.805,1,0.0,-5.946,0,79,0.269,94.946,0.615
It Wasn't Me,2,1.0,17.0,2001-02-19,0.0481,0.852,227560,0.602,0,0.0,-4.594,1,11,0.0659,94.749,0.66
It Wasn't Me,2,1.0,18.0,2001-02-26,0.0481,0.852,227560,0.602,0,0.0,-4.594,1,11,0.0659,94.749,0.66
Butterfly,2,2.0,10.0,2001-03-05,0.00132,0.736,216733,0.811,0,0.000142,-4.17,0,71,0.081,103.502,0.609
Butterfly,2,2.0,11.0,2001-03-12,0.00132,0.736,216733,0.811,0,0.000142,-4.17,0,71,0.081,103.502,0.609
Butterfly,1,1.0,2.0,2001-03-19,0.00132,0.736,216733,0.811,0,0.000142,-4.17,0,71,0.081,103.502,0.609
Angel,1,1.0,4.0,2001-03-26,0.121,0.806,235133,0.763,0,0.0,-2.924,1,12,0.0954,85.299,0.826
Butterfly,1,1.0,4.0,2001-04-02,0.00132,0.736,216733,0.811,0,0.000142,-4.17,0,71,0.081,103.502,0.609
All For You,1,1.0,5.0,2001-04-09,0.0178,0.752,330027,0.925,0,0.125,-3.288,1,55,0.0867,113.528,0.692
All For You,1,1.0,6.0,2001-04-16,0.0178,0.752,330027,0.925,0,0.125,-3.288,1,55,0.0867,113.528,0.692
All For You,1,1.0,7.0,2001-04-23,0.0178,0.752,330027,0.925,0,0.125,-3.288,1,55,0.0867,113.528,0.692
All For You,1,1.0,8.0,2001-04-30,0.0178,0.752,330027,0.925,0,0.125,-3.288,1,55,0.0867,113.528,0.692
All For You,1,1.0,9.0,2001-05-07,0.0178,0.752,330027,0.925,0,0.125,-3.288,1,55,0.0867,113.528,0.692
All For You,1,1.0,0.0,2001-05-14,0.0178,0.752,330027,0.925,0,0.125,-3.288,1,55,0.0867,113.528,0.692
All For You,1,1.0,1.0,2001-05-21,0.0178,0.752,330027,0.925,0,0.125,-3.288,1,55,0.0867,113.528,0.692
All For You,2,1.0,12.0,2001-05-28,0.0178,0.752,330027,0.925,0,0.125,-3.288,1,55,0.0867,113.528,0.692
All For You,2,1.0,13.0,2001-06-04,0.0178,0.752,330027,0.925,0,0.125,-3.288,1,55,0.0867,113.528,0.692
Hanging By A Moment,2,2.0,19.0,2001-06-11,0.000966,0.537,216360,0.858,0,0.0,-4.903,1,62,0.0349,124.599,0.502
Hanging By A Moment,2,2.0,20.0,2001-06-18,0.000966,0.537,216360,0.858,0,0.0,-4.903,1,62,0.0349,124.599,0.502
Hanging By A Moment,2,2.0,21.0,2001-06-25,0.000966,0.537,216360,0.858,0,0.0,-4.903,1,62,0.0349,124.599,0.502
U Remind Me,1,1.0,4.0,2001-07-02,0.194,0.657,266893,0.629,0,0.0,-4.938,1,75,0.0782,93.985,0.726
U Remind Me,1,1.0,5.0,2001-07-09,0.194,0.657,266893,0.629,0,0.0,-4.938,1,75,0.0782,93.985,0.726
U Remind Me,1,1.0,6.0,2001-07-16,0.194,0.657,266893,0.629,0,0.0,-4.938,1,75,0.0782,93.985,0.726
U Remind Me,1,1.0,7.0,2001-07-23,0.194,0.657,266893,0.629,0,0.0,-4.938,1,75,0.0782,93.985,0.726
U Remind Me,5,1.0,8.0,2001-07-30,0.194,0.657,266893,0.629,0,0.0,-4.938,1,75,0.0782,93.985,0.726
Let Me Blow Ya Mind,3,3.0,16.0,2001-08-06,0.249,0.906,233000,0.549,1,0.0,-4.349,0,5,0.11,90.035,0.89
Let Me Blow Ya Mind,2,2.0,17.0,2001-08-13,0.249,0.906,233000,0.549,1,0.0,-4.349,0,5,0.11,90.035,0.89
I'm Real,2,2.0,8.0,2001-08-20,0.00466,0.875,297293,0.845,0,0.00366,-3.787,1,36,0.0368,110.791,0.735
I'm Real,2,2.0,9.0,2001-08-27,0.00466,0.875,297293,0.845,0,0.00366,-3.787,1,36,0.0368,110.791,0.735
I'm Real,1,1.0,0.0,2001-09-03,0.00466,0.875,297293,0.845,0,0.00366,-3.787,1,36,0.0368,110.791,0.735
I'm Real,1,1.0,1.0,2001-09-10,0.00466,0.875,297293,0.845,0,0.00366,-3.787,1,36,0.0368,110.791,0.735
I'm Real,1,1.0,2.0,2001-09-17,0.00466,0.875,297293,0.845,0,0.00366,-3.787,1,36,0.0368,110.791,0.735
I'm Real,2,1.0,13.0,2001-09-24,0.00466,0.875,297293,0.845,0,0.00366,-3.787,1,36,0.0368,110.791,0.735
I'm Real,2,1.0,14.0,2001-10-01,0.00466,0.875,297293,0.845,0,0.00366,-3.787,1,36,0.0368,110.791,0.735
I'm Real,2,1.0,15.0,2001-10-08,0.00466,0.875,297293,0.845,0,0.00366,-3.787,1,36,0.0368,110.791,0.735
I'm Real,1,1.0,6.0,2001-10-15,0.00466,0.875,297293,0.845,0,0.00366,-3.787,1,36,0.0368,110.791,0.735
I'm Real,1,1.0,7.0,2001-10-22,0.00466,0.875,297293,0.845,0,0.00366,-3.787,1,36,0.0368,110.791,0.735
Family Affair,1,1.0,5.0,2001-10-29,0.148,0.921,265867,0.557,0,2.08e-05,-3.92,0,25,0.0457,92.903,0.964
Family Affair,1,1.0,6.0,2001-11-05,0.148,0.921,265867,0.557,0,2.08e-05,-3.92,0,25,0.0457,92.903,0.964
Family Affair,1,1.0,7.0,2001-11-12,0.148,0.921,265867,0.557,0,2.08e-05,-3.92,0,25,0.0457,92.903,0.964
Family Affair,1,1.0,8.0,2001-11-19,0.148,0.921,265867,0.557,0,2.08e-05,-3.92,0,25,0.0457,92.903,0.964
Family Affair,1,1.0,9.0,2001-11-26,0.148,0.921,265867,0.557,0,2.08e-05,-3.92,0,25,0.0457,92.903,0.964
Family Affair,1,1.0,0.0,2001-12-03,0.148,0.921,265867,0.557,0,2.08e-05,-3.92,0,25,0.0457,92.903,0.964
U Got It Bad,1,1.0,3.0,2001-12-10,0.0227,0.816,247840,0.5,0,1.53e-06,-4.551,1,71,0.03,124.037,0.649
How You Remind Me,1,1.0,6.0,2001-12-17,0.000954,0.447,223827,0.766,0,0.0,-5.065,1,57,0.0313,172.011,0.574
How You Remind Me,1,1.0,7.0,2001-12-24,0.000954,0.447,223827,0.766,0,0.0,-5.065,1,57,0.0313,172.011,0.574
How You Remind Me,1,1.0,8.0,2001-12-31,0.000954,0.447,223827,0.766,0,0.0,-5.065,1,57,0.0313,172.011,0.574
How You Remind Me,1,1.0,9.0,2002-01-07,0.000954,0.447,223827,0.766,0,0.0,-5.065,1,57,0.0313,172.011,0.574
U Got It Bad,1,1.0,8.0,2002-01-14,0.0227,0.816,247840,0.5,0,1.53e-06,-4.551,1,71,0.03,124.037,0.649
U Got It Bad,1,1.0,9.0,2002-01-21,0.0227,0.816,247840,0.5,0,1.53e-06,-4.551,1,71,0.03,124.037,0.649
U Got It Bad,1,1.0,0.0,2002-01-28,0.0227,0.816,247840,0.5,0,1.53e-06,-4.551,1,71,0.03,124.037,0.649
U Got It Bad,1,1.0,1.0,2002-02-04,0.0227,0.816,247840,0.5,0,1.53e-06,-4.551,1,71,0.03,124.037,0.649
U Got It Bad,1,1.0,2.0,2002-02-11,0.0227,0.816,247840,0.5,0,1.53e-06,-4.551,1,71,0.03,124.037,0.649
Always On Time,1,1.0,5.0,2002-02-18,0.112,0.845,242813,0.688,1,0.0,-3.542,0,35,0.155,96.673,0.826
Always On Time,1,1.0,6.0,2002-02-25,0.112,0.845,242813,0.688,1,0.0,-3.542,0,35,0.155,96.673,0.826
Ain't It Funny,1,1.0,1.0,2002-03-04,0.091,0.709,245400,0.871,0,0.000438,-4.516,0,40,0.0468,99.842,0.615
Ain't It Funny,1,1.0,2.0,2002-03-11,0.091,0.709,245400,0.871,0,0.000438,-4.516,0,40,0.0468,99.842,0.615
Ain't It Funny,1,1.0,3.0,2002-03-18,0.091,0.709,245400,0.871,0,0.000438,-4.516,0,40,0.0468,99.842,0.615
Ain't It Funny,1,1.0,4.0,2002-03-25,0.091,0.709,245400,0.871,0,0.000438,-4.516,0,40,0.0468,99.842,0.615
Ain't It Funny,1,1.0,5.0,2002-04-01,0.091,0.709,245400,0.871,0,0.000438,-4.516,0,40,0.0468,99.842,0.615
Ain't It Funny,1,1.0,6.0,2002-04-08,0.091,0.709,245400,0.871,0,0.000438,-4.516,0,40,0.0468,99.842,0.615
Foolish,1,1.0,0.0,2002-04-15,0.377,0.642,228333,0.69,1,0.0,-6.058,1,4,0.0664,90.178,0.742
Foolish,1,1.0,1.0,2002-04-22,0.377,0.642,228333,0.69,1,0.0,-6.058,1,4,0.0664,90.178,0.742
Foolish,1,1.0,2.0,2002-04-29,0.377,0.642,228333,0.69,1,0.0,-6.058,1,4,0.0664,90.178,0.742
Foolish,1,1.0,3.0,2002-05-06,0.377,0.642,228333,0.69,1,0.0,-6.058,1,4,0.0664,90.178,0.742
Foolish,1,1.0,4.0,2002-05-13,0.377,0.642,228333,0.69,1,0.0,-6.058,1,4,0.0664,90.178,0.742
Foolish,1,1.0,5.0,2002-05-20,0.377,0.642,228333,0.69,1,0.0,-6.058,1,4,0.0664,90.178,0.742
Foolish,1,1.0,6.0,2002-05-27,0.377,0.642,228333,0.69,1,0.0,-6.058,1,4,0.0664,90.178,0.742
Foolish,1,1.0,7.0,2002-06-03,0.377,0.642,228333,0.69,1,0.0,-6.058,1,4,0.0664,90.178,0.742
Foolish,1,1.0,8.0,2002-06-10,0.377,0.642,228333,0.69,1,0.0,-6.058,1,4,0.0664,90.178,0.742
Foolish,1,1.0,9.0,2002-06-17,0.377,0.642,228333,0.69,1,0.0,-6.058,1,4,0.0664,90.178,0.742
Hot In Herre,1,1.0,9.0,2002-06-24,0.0318,0.915,225493,0.76,1,0.0,-4.05,0,13,0.213,106.97,0.921
Hot In Herre,1,1.0,0.0,2002-07-01,0.0318,0.915,225493,0.76,1,0.0,-4.05,0,13,0.213,106.97,0.921
Hot In Herre,1,1.0,1.0,2002-07-08,0.0318,0.915,225493,0.76,1,0.0,-4.05,0,13,0.213,106.97,0.921
Hot In Herre,1,1.0,2.0,2002-07-15,0.0318,0.915,225493,0.76,1,0.0,-4.05,0,13,0.213,106.97,0.921
Hot In Herre,1,1.0,3.0,2002-07-22,0.0318,0.915,225493,0.76,1,0.0,-4.05,0,13,0.213,106.97,0.921
Hot In Herre,1,1.0,4.0,2002-07-29,0.0318,0.915,225493,0.76,1,0.0,-4.05,0,13,0.213,106.97,0.921
Hot In Herre,1,1.0,5.0,2002-08-05,0.0318,0.915,225493,0.76,1,0.0,-4.05,0,13,0.213,106.97,0.921
Dilemma,1,1.0,6.0,2002-08-12,0.0683,0.756,277867,0.691,1,0.0,-7.886,1,18,0.314,168.025,0.782
Dilemma,1,1.0,7.0,2002-08-19,0.0683,0.756,277867,0.691,1,0.0,-7.886,1,18,0.314,168.025,0.782
Dilemma,1,1.0,8.0,2002-08-26,0.0683,0.756,277867,0.691,1,0.0,-7.886,1,18,0.314,168.025,0.782
Dilemma,1,1.0,9.0,2002-09-02,0.0683,0.756,277867,0.691,1,0.0,-7.886,1,18,0.314,168.025,0.782
Dilemma,1,1.0,0.0,2002-09-09,0.0683,0.756,277867,0.691,1,0.0,-7.886,1,18,0.314,168.025,0.782
Dilemma,1,1.0,1.0,2002-09-16,0.0683,0.756,277867,0.691,1,0.0,-7.886,1,18,0.314,168.025,0.782
Dilemma,1,1.0,2.0,2002-09-23,0.0683,0.756,277867,0.691,1,0.0,-7.886,1,18,0.314,168.025,0.782
A Moment Like This,1,1.0,3.0,2002-09-30,0.167,0.414,228267,0.574,0,0.0,-3.884,1,55,0.0304,71.796,0.155
A Moment Like This,1,1.0,4.0,2002-10-07,0.167,0.414,228267,0.574,0,0.0,-3.884,1,55,0.0304,71.796,0.155
Dilemma,1,1.0,5.0,2002-10-14,0.0683,0.756,277867,0.691,1,0.0,-7.886,1,18,0.314,168.025,0.782
Dilemma,1,1.0,6.0,2002-10-21,0.0683,0.756,277867,0.691,1,0.0,-7.886,1,18,0.314,168.025,0.782
Dilemma,1,1.0,7.0,2002-10-28,0.0683,0.756,277867,0.691,1,0.0,-7.886,1,18,0.314,168.025,0.782
Dilemma,2,1.0,18.0,2002-11-04,0.0683,0.756,277867,0.691,1,0.0,-7.886,1,18,0.314,168.025,0.782
Luv U Better,4,4.0,13.0,2002-11-11,0.24,0.656,286773,0.782,0,0.0,-4.601,1,39,0.255,95.239,0.691
Underneath It All,3,3.0,13.0,2002-11-18,0.235,0.729,302720,0.731,0,1.35e-06,-4.823,1,59,0.0682,138.204,0.838
Underneath It All,3,3.0,14.0,2002-11-25,0.235,0.729,302720,0.731,0,1.35e-06,-4.823,1,59,0.0682,138.204,0.838
Underneath It All,4,3.0,15.0,2002-12-02,0.235,0.729,302720,0.731,0,1.35e-06,-4.823,1,59,0.0682,138.204,0.838
Underneath It All,4,3.0,16.0,2002-12-09,0.235,0.729,302720,0.731,0,1.35e-06,-4.823,1,59,0.0682,138.204,0.838
Air Force Ones,4,4.0,7.0,2002-12-16,0.0978,0.706,270827,0.785,1,0.0,-6.256,0,10,0.184,82.027,0.816
Air Force Ones,5,4.0,8.0,2002-12-23,0.0978,0.706,270827,0.785,1,0.0,-6.256,0,10,0.184,82.027,0.816
Air Force Ones,3,3.0,9.0,2002-12-30,0.0978,0.706,270827,0.785,1,0.0,-6.256,0,10,0.184,82.027,0.816
Air Force Ones,3,3.0,10.0,2003-01-06,0.0978,0.706,270827,0.785,1,0.0,-6.256,0,10,0.184,82.027,0.816
Air Force Ones,3,3.0,11.0,2003-01-13,0.0978,0.706,270827,0.785,1,0.0,-6.256,0,10,0.184,82.027,0.816
Air Force Ones,3,3.0,12.0,2003-01-20,0.0978,0.706,270827,0.785,1,0.0,-6.256,0,10,0.184,82.027,0.816
Beautiful,2,2.0,11.0,2003-01-27,0.624,0.435,241867,0.567,0,3.32e-06,-3.959,0,50,0.0279,76.218,0.0987
Beautiful,3,2.0,12.0,2003-02-03,0.624,0.435,241867,0.567,0,3.32e-06,-3.959,0,50,0.0279,76.218,0.0987
Mesmerize,2,2.0,8.0,2003-02-10,0.0618,0.761,282107,0.653,1,0.0,-6.577,1,46,0.182,90.049,0.376
In Da Club,2,2.0,7.0,2003-02-17,0.341,0.908,193453,0.653,0,0.0,-3.933,0,17,0.35,90.004,0.805
In Da Club,2,2.0,8.0,2003-02-24,0.341,0.908,193453,0.653,0,0.0,-3.933,0,17,0.35,90.004,0.805
In Da Club,1,1.0,9.0,2003-03-03,0.341,0.908,193453,0.653,0,0.0,-3.933,0,17,0.35,90.004,0.805
In Da Club,1,1.0,0.0,2003-03-10,0.341,0.908,193453,0.653,0,0.0,-3.933,0,17,0.35,90.004,0.805
In Da Club,1,1.0,1.0,2003-03-17,0.341,0.908,193453,0.653,0,0.0,-3.933,0,17,0.35,90.004,0.805
In Da Club,1,1.0,2.0,2003-03-24,0.341,0.908,193453,0.653,0,0.0,-3.933,0,17,0.35,90.004,0.805
In Da Club,1,1.0,3.0,2003-03-31,0.341,0.908,193453,0.653,0,0.0,-3.933,0,17,0.35,90.004,0.805
In Da Club,1,1.0,4.0,2003-04-07,0.341,0.908,193453,0.653,0,0.0,-3.933,0,17,0.35,90.004,0.805
In Da Club,1,1.0,5.0,2003-04-14,0.341,0.908,193453,0.653,0,0.0,-3.933,0,17,0.35,90.004,0.805
In Da Club,1,1.0,6.0,2003-04-21,0.341,0.908,193453,0.653,0,0.0,-3.933,0,17,0.35,90.004,0.805
In Da Club,1,1.0,7.0,2003-04-28,0.341,0.908,193453,0.653,0,0.0,-3.933,0,17,0.35,90.004,0.805
Get Busy,1,1.0,2.0,2003-05-05,0.615,0.735,211666,0.824,0,0.0,-4.143,0,73,0.036,100.202,0.726
Get Busy,1,1.0,3.0,2003-05-12,0.615,0.735,211666,0.824,0,0.0,-4.143,0,73,0.036,100.202,0.726
Get Busy,1,1.0,4.0,2003-05-19,0.615,0.735,211666,0.824,0,0.0,-4.143,0,73,0.036,100.202,0.726
21 Questions,1,1.0,1.0,2003-05-26,0.325,0.578,224373,0.802,0,0.000158,-4.106,0,13,0.306,90.488,0.898
